GBA Thesaurus Preflabel\tGBA Thesaurus URI\tsense-key\tsynset-id\tmill-id\tBGS\tINSPIRE\tgeosciml\tDBPedia\twikidata
Coarse sandstone\thttp://resource.geolba.ac.at/lithology/178\tcoarse_sandstone%1:27:00::\t90000055-n\ten-noun.substance-coarse_sandstone[0]\t\t\t\t\t
Ophicarbonate\thttp://resource.geolba.ac.at/lithology/116\tophicarbonate%1:27:00::\t90000150-n\ten-noun.substance-ophicarbonate[0]\t\t\t\t\t
Hornfels\thttp://resource.geolba.ac.at/lithology/124\thornfels%1:27:00::\t14699068-n\ten-noun.substance-hornfels[0]\thttp://data.bgs.ac.uk/id/EarthMaterialClass/RockName/HNFELS\thttp://inspire.ec.europa.eu/codelist/LithologyValue/hornfels\thttp://resource.geosciml.org/classifier/cgi/lithology/hornfels\thttp://dbpedia.org/resource/Hornfels\t
Quartz gabbro\thttp://resource.geolba.ac.at/lithology/47\tquartz_gabbro%1:27:00::\t90000174-n\ten-noun.substance-quartz_gabbro[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/quartzGabbro\thttp://resource.geosciml.org/classifier/cgi/lithology/quartz_gabbro\t\t
Clay marlstone\thttp://resource.geolba.ac.at/lithology/191\tclay_marlstone%1:27:00::\t90000052-n\ten-noun.substance-clay_marlstone[0]\t\t\t\t\t
Dolomite\thttp://resource.geolba.ac.at/lithology/197\tdolomite%1:27:00::\t14838055-n\ten-noun.substance-dolomite[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/dolomite\thttp://resource.geosciml.org/classifier/cgi/lithology/dolostone\thttp://dbpedia.org/resource/Dolostone\t
Calcareous sandstone\thttp://resource.geolba.ac.at/lithology/194\tcalcareous_sandstone%1:27:00::\t90000034-n\ten-noun.substance-calcareous_sandstone[0]\thttp://data.bgs.ac.uk/id/EarthMaterialClass/RockName/CALSST\t\t\t\t
Medium gravel\thttp://resource.geolba.ac.at/lithology/224\tmedium_gravel%1:27:00::\t90000129-n\ten-noun.substance-medium_gravel[0]\t\t\t\t\t
Shale\thttp://resource.geolba.ac.at/lithology/172\tshale%1:27:00::\t15038520-n\ten-noun.substance-shale[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/shale\thttp://resource.geosciml.org/classifier/cgi/lithology/shale\thttp://dbpedia.org/resource/Shale\thttp://www.wikidata.org/entity/Q751300
Siliceous ooze\thttp://resource.geolba.ac.at/lithology/237\tsiliceous_ooze%1:27:00::\t90000191-n\ten-noun.substance-siliceous_ooze[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/siliceousOoze\thttp://resource.geosciml.org/classifier/cgi/lithology/siliceous_ooze\t\t
Quartz latite\thttp://resource.geolba.ac.at/lithology/79\tquartz_latite%1:27:00::\t90000175-n\ten-noun.substance-quartz_latite[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/quartzLatite\thttp://resource.geosciml.org/classifier/cgi/lithology/quartz_latite\t\t
Gravel\thttp://resource.geolba.ac.at/lithology/222\tgravel%1:27:00::\t14698884-n\ten-noun.substance-gravel[0]\thttp://data.bgs.ac.uk/id/EarthMaterialClass/RockName/GRAV\thttp://inspire.ec.europa.eu/codelist/LithologyValue/gravel\thttp://resource.geosciml.org/classifier/cgi/lithology/gravel\thttp://dbpedia.org/resource/Gravel\thttp://www.wikidata.org/entity/Q133833
Trachytic rock\thttp://resource.geolba.ac.at/lithology/64\ttrachytic_rock%1:27:00::\t90000207-n\ten-noun.substance-trachytic_rock[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/trachyticRock\thttp://resource.geosciml.org/classifier/cgi/lithology/trachytoid\t\t
Composite genesis material\thttp://resource.geolba.ac.at/lithology/97\tcomposite_genesis_material%1:27:00::\t90000059-n\ten-noun.substance-composite_genesis_material[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/compositeGenesisMaterial\thttp://resource.geosciml.org/classifier/cgi/lithology/composite_genesis_material\t\t
Fault rock\thttp://resource.geolba.ac.at/lithology/147\tfault_rock%1:27:00::\t90000074-n\ten-noun.substance-fault_rock[0]\t\thttp://inspire.ec.europa.eu/codelist/LithologyValue/faultRelatedMaterial\t\t\t
Mylonite\thttp://resource.geolba.ac.at/lithology/148\tmylonite%1:27:00::\t90000148-n\ten-noun.substance-mylonite[0]\thttp://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MYLO\thttp://inspire.ec.europa.eu/codelist/LithologyValue/myloniticRock\thttp://resource.geosciml.org/classifier/cgi/lithology/mylonitic_rock\t\t
